,,,Normalised retweets,Norm likes,weighted score,,SQUARED ERROR,,,,SUMS,,,,MSE,,
1.05E-01,8.83E-02,1.43E-01,0.070968507,0.125592975,0.087355847,,1.13E-03,1.39E-03,3.07E-03,,,,,,,,
9.31E-02,7.84E-02,1.27E-01,0.061831541,0.146215963,0.087146868,,9.79E-04,4.60E-03,1.59E-03,,,,,,,,
1.90E-01,1.63E-01,2.57E-01,0.083672562,0.095249548,0.087145658,,1.12E-02,4.55E-03,2.88E-02,,,,,,,,
1.52E-01,1.30E-01,2.07E-01,0.062589992,0.143915707,0.086987706,,8.00E-03,2.06E-04,1.44E-02,,,,,,,,
1.05E-01,8.85E-02,1.43E-01,0.062252244,0.144514439,0.086930903,,1.82E-03,3.13E-03,3.16E-03,,,,,,,,
1.35E-01,1.15E-01,1.85E-01,0.083026694,0.095794548,0.08685705,,2.75E-03,3.72E-04,9.61E-03,,,,,,,,
2.91E-02,2.42E-02,3.83E-02,0.081853465,0.098386494,0.086813374,,2.78E-03,5.51E-03,2.35E-03,,,,,,,,
1.08E-01,9.15E-02,1.48E-01,0.06574823,0.135674187,0.086726017,,1.81E-03,1.95E-03,3.73E-03,,,,,,,,
9.15E-02,7.70E-02,1.25E-01,0.089100228,0.080288927,0.086456838,,5.54E-06,1.09E-05,1.46E-03,,,,,,,,
1.31E-01,1.11E-01,1.79E-01,0.069955263,0.124917482,0.086443929,,3.74E-03,1.86E-04,8.57E-03,,,,,,,,
2.14E-02,1.94E-02,2.95E-02,0.084982076,0.08964859,0.08638203,,4.05E-03,4.94E-03,3.23E-03,,,,,,,,
1.27E-01,1.08E-01,1.74E-01,0.067513999,0.129776422,0.086192726,,3.58E-03,4.74E-04,7.69E-03,,,,,,,,
1.06E-01,8.97E-02,1.45E-01,0.080721714,0.098875203,0.08616776,,6.49E-04,8.47E-05,3.46E-03,,,,,,,,
9.74E-02,8.21E-02,1.33E-01,0.067668059,0.12906255,0.086086406,,8.86E-04,2.20E-03,2.19E-03,,,,,,,,
8.71E-02,7.32E-02,1.19E-01,0.083346665,0.092396616,0.086061651,,1.38E-05,3.67E-04,1.06E-03,,,,,,,,
1.13E-01,9.60E-02,1.55E-01,0.059171037,0.148229647,0.08588862,,2.95E-03,2.73E-03,4.77E-03,,,,,,,,
7.91E-02,6.65E-02,1.08E-01,0.066755548,0.130372595,0.085840662,,1.53E-04,4.09E-03,4.75E-04,,,,,,,,
1.26E-01,1.07E-01,1.72E-01,0.064426866,0.134773531,0.085530865,,3.81E-03,7.75E-04,7.52E-03,,,,,,,,
6.33E-02,5.30E-02,8.57E-02,0.063911356,0.135656277,0.085434832,,3.64E-07,6.83E-03,6.00E-08,,,,,,,,
1.69E-01,1.44E-01,2.30E-01,0.092329571,0.068452457,0.085166437,,5.86E-03,5.76E-03,2.08E-02,,,,,,,,
7.85E-02,6.59E-02,1.07E-01,0.063543981,0.135195714,0.085039501,,2.25E-04,4.80E-03,4.73E-04,,,,,,,,
5.81E-02,4.86E-02,7.85E-02,0.061606376,0.139507095,0.084976592,,1.22E-05,8.27E-03,4.23E-05,,,,,,,,
1.26E-01,1.07E-01,1.72E-01,0.062033004,0.138422213,0.084949767,,4.07E-03,1.01E-03,7.55E-03,,,,,,,,
1.19E-01,1.01E-01,1.62E-01,0.09291026,0.06570699,0.084749279,,6.68E-04,1.21E-03,5.99E-03,,,,,,,,
1.34E-01,1.13E-01,1.82E-01,0.061541196,0.138898129,0.084748276,,5.19E-03,6.51E-04,9.51E-03,,,,,,,,
1.33E-01,1.13E-01,1.81E-01,0.087482594,0.078218952,0.084703501,,2.06E-03,1.20E-03,9.34E-03,,,,,,,,
1.32E-01,1.12E-01,1.81E-01,0.058732557,0.144650049,0.084507805,,5.44E-03,1.04E-03,9.27E-03,,,,,,,,
8.94E-02,7.53E-02,1.22E-01,0.059870234,0.139542917,0.083772039,,8.75E-04,4.13E-03,1.45E-03,,,,,,,,
1.32E-01,1.12E-01,1.80E-01,0.077604954,0.097887551,0.083689733,,2.97E-03,2.03E-04,9.34E-03,,,,,,,,
6.30E-02,5.28E-02,8.53E-02,0.062542589,0.131595646,0.083258506,,2.55E-07,6.21E-03,4.24E-06,,,,,,,,
7.90E-02,6.63E-02,1.07E-01,0.083257784,0.082384488,0.082995796,,1.84E-05,2.58E-04,5.96E-04,,,,,,,,
6.09E-02,5.10E-02,8.24E-02,0.058347406,0.140126297,0.082881073,,6.58E-06,7.95E-03,2.79E-07,,,,,,,,
9.83E-02,8.29E-02,1.34E-01,0.077954552,0.094346333,0.082872086,,4.15E-04,1.31E-04,2.63E-03,,,,,,,,
1.25E-01,1.06E-01,1.71E-01,0.075299973,0.100162221,0.082758647,,2.46E-03,3.26E-05,7.71E-03,,,,,,,,
9.98E-02,8.42E-02,1.36E-01,0.08155127,0.084940613,0.082568073,,3.34E-04,5.90E-07,2.88E-03,,,,,,,,
8.98E-02,7.56E-02,1.22E-01,0.074138595,0.101930271,0.082476098,,2.46E-04,6.94E-04,1.59E-03,,,,,,,,
3.21E-02,2.67E-02,4.25E-02,0.056463129,0.142265356,0.082203797,,5.93E-04,1.34E-02,1.58E-03,,,,,,,,
5.65E-02,4.72E-02,7.62E-02,0.059182887,0.135681864,0.08213258,,7.43E-06,7.83E-03,3.56E-05,,,,,,,,
3.64E-02,3.03E-02,4.84E-02,0.049020828,0.158735601,0.08193526,,1.60E-04,1.65E-02,1.13E-03,,,,,,,,
2.31E-01,2.00E-01,3.10E-01,0.080863923,0.083973431,0.081796775,,2.26E-02,1.34E-02,5.22E-02,,,,,,,,
1.81E-01,1.55E-01,2.45E-01,0.065937843,0.118241877,0.081629053,,1.32E-02,1.34E-03,2.68E-02,,,,,,,,
9.73E-02,8.20E-02,1.33E-01,0.084211774,0.074337429,0.08124947,,1.72E-04,5.93E-05,2.66E-03,,,,,,,,
1.98E-02,1.64E-02,2.57E-02,0.088412882,0.064179456,0.081142854,,4.70E-03,2.28E-03,3.07E-03,,,,,,,,
8.79E-02,7.39E-02,1.20E-01,0.062892187,0.123318305,0.081020023,,6.25E-04,2.44E-03,1.50E-03,,,,,,,,
1.00E-01,8.45E-02,1.37E-01,0.07205878,0.101656492,0.080938093,,7.90E-04,2.95E-04,3.11E-03,,,,,,,,
1.07E-02,8.86E-03,1.35E-02,0.059259918,0.130753839,0.080708094,,2.35E-03,1.49E-02,4.51E-03,,,,,,,,
1.64E-01,1.40E-01,2.23E-01,0.048517169,0.155614007,0.08064622,,1.33E-02,2.41E-04,2.03E-02,,,,,,,,
7.24E-02,6.07E-02,9.83E-02,0.058371108,0.130784544,0.080095138,,1.96E-04,4.91E-03,3.30E-04,,,,,,,,
3.95E-02,3.29E-02,5.26E-02,0.060290937,0.126278702,0.080087267,,4.33E-04,8.73E-03,7.54E-04,,,,,,,,
2.05E-02,1.70E-02,2.66E-02,0.057073445,0.133509541,0.080004274,,1.34E-03,1.36E-02,2.85E-03,,,,,,,,
1.10E-01,9.33E-02,1.51E-01,0.064492045,0.116028616,0.079953017,,2.10E-03,5.18E-04,5.00E-03,,,,,,,,
5.22E-02,4.36E-02,7.03E-02,0.062981068,0.119546806,0.07995079,,1.16E-04,5.77E-03,9.32E-05,,,,,,,,
1.09E-01,9.24E-02,1.49E-01,0.07101591,0.100760952,0.079939423,,1.47E-03,6.94E-05,4.82E-03,,,,,,,,
1.68E-01,1.44E-01,2.29E-01,0.084004385,0.069910907,0.079776341,,7.07E-03,5.44E-03,2.21E-02,,,,,,,,
1.29E-01,1.09E-01,1.76E-01,0.0738364,0.093202602,0.07964626,,3.04E-03,2.61E-04,9.29E-03,,,,,,,,
2.13E-02,1.76E-02,2.77E-02,0.073528279,0.093890888,0.079637062,,2.73E-03,5.81E-03,2.70E-03,,,,,,,,
1.45E-01,1.23E-01,1.97E-01,0.057624507,0.130679637,0.079541046,,7.58E-03,5.75E-05,1.39E-02,,,,,,,,
1.65E-01,1.41E-01,2.24E-01,0.071021835,0.099271799,0.079496824,,8.81E-03,1.73E-03,2.10E-02,,,,,,,,
1.62E-02,1.34E-02,2.08E-02,0.075234794,0.089216173,0.079429208,,3.49E-03,5.75E-03,3.44E-03,,,,,,,,
1.21E-01,1.03E-01,1.65E-01,0.06248926,0.118704999,0.079353982,,3.44E-03,2.60E-04,7.40E-03,,,,,,,,
5.65E-02,4.72E-02,7.62E-02,0.058128166,0.12793417,0.079069968,,2.66E-06,6.52E-03,8.10E-06,,,,,,,,
1.19E-01,1.01E-01,1.62E-01,0.077148698,0.083487281,0.079050273,,1.74E-03,2.93E-04,6.93E-03,,,,,,,,
8.18E-02,6.87E-02,1.11E-01,0.048973425,0.148761853,0.078909953,,1.08E-03,6.40E-03,1.05E-03,,,,,,,,
8.88E-02,7.47E-02,1.21E-01,0.076461352,0.084610543,0.078906109,,1.53E-04,9.74E-05,1.78E-03,,,,,,,,
5.24E-02,4.37E-02,7.05E-02,0.078647824,0.078914914,0.078727951,,6.89E-04,1.24E-03,6.71E-05,,,,,,,,
1.44E-01,1.23E-01,1.97E-01,0.060421296,0.121294387,0.078683223,,7.06E-03,2.57E-06,1.40E-02,,,,,,,,
6.20E-02,4.84E-02,8.30E-02,0.056226113,0.130807572,0.078600551,,3.34E-05,6.79E-03,1.97E-05,,,,,,,,
8.66E-02,7.29E-02,1.18E-01,0.07657986,0.083267234,0.078586072,,1.01E-04,1.08E-04,1.55E-03,,,,,,,,
1.72E-01,1.47E-01,2.34E-01,0.079975113,0.07517156,0.078534047,,8.53E-03,5.22E-03,2.42E-02,,,,,,,,
3.17E-02,2.63E-02,4.19E-02,0.078499689,0.078546463,0.078513721,,2.19E-03,2.73E-03,1.34E-03,,,,,,,,
1.68E-01,1.44E-01,2.29E-01,0.054786241,0.133466044,0.078390182,,1.29E-02,1.05E-04,2.26E-02,,,,,,,,
8.06E-02,6.77E-02,1.10E-01,0.069090155,0.100041962,0.078375697,,1.33E-04,1.04E-03,9.81E-04,,,,,,,,
1.28E-01,1.08E-01,1.75E-01,0.060723491,0.119470045,0.078347458,,4.50E-03,1.22E-04,9.25E-03,,,,,,,,
1.07E-01,9.18E-02,1.47E-01,0.079234438,0.075780526,0.078198265,,7.71E-04,2.58E-04,4.76E-03,,,,,,,,
5.47E-02,4.57E-02,7.38E-02,0.064296507,0.110182025,0.078062162,,9.13E-05,4.15E-03,1.83E-05,,,,,,,,
1.51E-01,1.29E-01,2.06E-01,0.063603235,0.111709559,0.078035132,,7.68E-03,2.94E-04,1.64E-02,,,,,,,,
7.65E-02,6.42E-02,1.04E-01,0.080715788,0.071604755,0.077982478,,1.81E-05,5.53E-05,6.73E-04,,,,,,,,
5.38E-02,4.49E-02,7.25E-02,0.062252244,0.113139863,0.07751853,,7.16E-05,4.65E-03,2.55E-05,,,,,,,,
2.82E-02,2.34E-02,3.71E-02,0.079690694,0.072367243,0.077493659,,2.65E-03,2.39E-03,1.63E-03,,,,,,,,
9.35E-02,7.88E-02,1.28E-01,0.072082482,0.09005798,0.077475131,,4.60E-04,1.27E-04,2.51E-03,,,,,,,,
7.81E-02,6.56E-02,1.06E-01,0.074328208,0.084787092,0.077465873,,1.42E-05,3.70E-04,8.25E-04,,,,,,,,
1.33E-01,1.13E-01,1.81E-01,0.054329985,0.13079222,0.077268656,,6.18E-03,3.21E-04,1.09E-02,,,,,,,,
8.69E-02,7.31E-02,1.18E-01,0.085734601,0.057022818,0.077121066,,1.33E-06,2.58E-04,1.70E-03,,,,,,,,
1.10E-01,9.28E-02,1.50E-01,0.076645039,0.078070548,0.077072692,,1.10E-03,2.16E-04,5.30E-03,,,,,,,,
1.32E-01,1.12E-01,1.80E-01,0.059656919,0.117021385,0.076866259,,5.23E-03,2.51E-05,1.07E-02,,,,,,,,
1.68E-01,1.44E-01,2.29E-01,0.053133055,0.132155998,0.076839938,,1.32E-02,1.33E-04,2.30E-02,,,,,,,,
1.03E-01,8.65E-02,1.40E-01,0.068171718,0.096406073,0.076642025,,1.18E-03,9.81E-05,4.00E-03,,,,,,,,
7.77E-02,6.53E-02,1.06E-01,0.075323675,0.079531556,0.076586039,,5.82E-06,2.04E-04,8.48E-04,,,,,,,,
6.22E-02,5.21E-02,8.42E-02,0.058477765,0.118280258,0.076418513,,1.41E-05,4.38E-03,6.05E-05,,,,,,,,
4.90E-02,4.09E-02,6.58E-02,0.073747519,0.08251754,0.076378525,,6.12E-04,1.73E-03,1.11E-04,,,,,,,,
1.03E-01,8.73E-02,1.41E-01,0.072426155,0.085147866,0.076242668,,9.59E-04,4.44E-06,4.21E-03,,,,,,,,
4.08E-02,3.40E-02,5.45E-02,0.063200308,0.106448906,0.076174887,,5.00E-04,5.25E-03,4.69E-04,,,,,,,,
1.13E-02,9.33E-03,1.43E-02,0.073297188,0.082266789,0.075988069,,3.84E-03,5.32E-03,3.81E-03,,,,,,,,
1.67E-01,1.42E-01,2.27E-01,0.054217403,0.126196824,0.075811229,,1.26E-02,2.62E-04,2.27E-02,,,,,,,,
4.85E-02,4.04E-02,6.51E-02,0.069558261,0.089451572,0.075526255,,4.46E-04,2.40E-03,1.10E-04,,,,,,,,
1.26E-01,1.07E-01,1.73E-01,0.06530975,0.09841464,0.075241217,,3.73E-03,7.66E-05,9.47E-03,,,,,,,,
1.06E-01,8.96E-02,1.45E-01,0.055627648,0.120833824,0.075189501,,2.55E-03,9.74E-04,4.86E-03,,,,,,,,
1.01E-01,8.55E-02,1.38E-01,0.061120493,0.107935501,0.075164995,,1.62E-03,5.01E-04,4.00E-03,,,,,,,,
7.86E-02,6.60E-02,1.07E-01,0.059259918,0.111944958,0.07506543,,3.73E-04,2.11E-03,1.01E-03,,,,,,,,
3.63E-02,3.02E-02,4.83E-02,0.075288123,0.073362571,0.074710457,,1.52E-03,1.86E-03,6.97E-04,,,,,,,,
6.44E-03,5.31E-03,7.91E-03,0.060178355,0.107764069,0.074454069,,2.89E-03,1.05E-02,4.43E-03,,,,,,,,
7.12E-02,5.97E-02,9.66E-02,0.074908897,0.072556585,0.074203203,,1.40E-05,1.66E-04,5.01E-04,,,,,,,,
1.38E-01,1.17E-01,1.88E-01,0.046360324,0.138736932,0.074073306,,8.36E-03,4.69E-04,1.30E-02,,,,,,,,
9.75E-02,8.22E-02,1.33E-01,0.060474624,0.105632686,0.074022043,,1.37E-03,5.51E-04,3.48E-03,,,,,,,,
1.38E-01,1.17E-01,1.88E-01,0.067016265,0.089234084,0.073681611,,5.04E-03,7.87E-04,1.31E-02,,,,,,,,
7.46E-02,6.26E-02,1.01E-01,0.056854206,0.112896788,0.07366698,,3.16E-04,2.53E-03,7.69E-04,,,,,,,,
1.79E-01,1.53E-01,2.42E-01,0.0786656,0.061318848,0.073461574,,9.99E-03,8.40E-03,2.85E-02,,,,,,,,
8.57E-02,7.21E-02,1.17E-01,0.056433502,0.113180802,0.073457692,,8.58E-04,1.69E-03,1.88E-03,,,,,,,,
8.75E-02,7.36E-02,1.19E-01,0.052309424,0.122525113,0.073374131,,1.24E-03,2.40E-03,2.10E-03,,,,,,,,
1.58E-01,1.34E-01,2.15E-01,0.067348088,0.087320189,0.073339718,,8.15E-03,2.22E-03,2.00E-02,,,,,,,,
1.05E-01,8.88E-02,1.44E-01,0.059011051,0.106587075,0.073283858,,2.13E-03,3.15E-04,4.95E-03,,,,,,,,
8.85E-02,7.44E-02,1.21E-01,0.075311824,0.067886988,0.073084373,,1.73E-04,4.27E-05,2.25E-03,,,,,,,,
1.16E-01,9.81E-02,1.58E-01,0.059129559,0.10554569,0.073054398,,3.24E-03,5.47E-05,7.29E-03,,,,,,,,
1.06E-01,8.95E-02,1.45E-01,0.057399342,0.10916111,0.072927873,,2.36E-03,3.86E-04,5.15E-03,,,,,,,,
4.59E-02,3.82E-02,6.15E-02,0.05744082,0.108823364,0.072855583,,1.34E-04,4.98E-03,1.29E-04,,,,,,,,
3.98E-02,3.31E-02,5.31E-02,0.07101591,0.076711887,0.072724703,,9.73E-04,1.90E-03,3.85E-04,,,,,,,,
8.40E-02,7.06E-02,1.14E-01,0.073605309,0.070335648,0.072624411,,1.09E-04,9.48E-08,1.75E-03,,,,,,,,
1.12E-01,9.47E-02,1.53E-01,0.056439428,0.10951165,0.072361094,,3.09E-03,2.18E-04,6.51E-03,,,,,,,,
1.21E-01,1.03E-01,1.66E-01,0.055793559,0.110624677,0.072242894,,4.30E-03,6.19E-05,8.73E-03,,,,,,,,
9.62E-02,8.11E-02,1.31E-01,0.069943412,0.077604868,0.072241849,,6.89E-04,1.19E-05,3.48E-03,,,,,,,,
1.35E-02,1.11E-02,1.71E-02,0.076959085,0.06102204,0.072177972,,4.03E-03,2.49E-03,3.03E-03,,,,,,,,
3.43E-02,2.85E-02,4.55E-02,0.067194027,0.083029276,0.071944602,,1.08E-03,2.97E-03,6.97E-04,,,,,,,,
1.08E-01,9.16E-02,1.48E-01,0.053547833,0.114787655,0.071919779,,3.01E-03,5.38E-04,5.79E-03,,,,,,,,
6.58E-02,5.51E-02,8.92E-02,0.065677125,0.08572357,0.071691059,,2.96E-08,9.35E-04,3.07E-04,,,,,,,,
1.11E-01,9.41E-02,1.52E-01,0.060433147,0.097900344,0.071673306,,2.59E-03,1.48E-05,6.44E-03,,,,,,,,
1.97E-01,1.69E-01,2.66E-01,0.065286049,0.08576195,0.071428819,,1.73E-02,6.93E-03,3.79E-02,,,,,,,,
5.15E-02,4.30E-02,6.93E-02,0.072953515,0.06749551,0.071316114,,4.60E-04,6.00E-04,4.08E-06,,,,,,,,
1.06E-01,8.99E-02,1.45E-01,0.070032293,0.074222288,0.071289292,,1.33E-03,2.45E-04,5.48E-03,,,,,,,,
1.14E-01,9.60E-02,1.55E-01,0.053393772,0.112433666,0.071105741,,3.61E-03,2.71E-04,7.03E-03,,,,,,,,
1.68E-01,1.43E-01,2.28E-01,0.054010014,0.110803785,0.071048145,,1.29E-02,1.05E-03,2.46E-02,,,,,,,,
1.05E-01,8.89E-02,1.44E-01,0.050703641,0.118510539,0.071045711,,2.98E-03,8.79E-04,5.28E-03,,,,,,,,
1.45E-01,1.24E-01,1.98E-01,0.077907149,0.054937491,0.071016252,,4.52E-03,4.70E-03,1.61E-02,,,,,,,,
1.20E-01,1.02E-01,1.64E-01,0.040808224,0.141446577,0.07099973,,6.26E-03,1.59E-03,8.60E-03,,,,,,,,
6.23E-02,5.21E-02,8.43E-02,0.045684828,0.129883887,0.070944546,,2.76E-04,6.05E-03,1.78E-04,,,,,,,,
1.03E-01,8.72E-02,1.41E-01,0.068159867,0.077259445,0.070889741,,1.23E-03,9.80E-05,4.91E-03,,,,,,,,
6.92E-03,5.70E-03,8.54E-03,0.04771724,0.124134525,0.070642426,,1.66E-03,1.40E-02,3.86E-03,,,,,,,,
1.08E-01,9.12E-02,1.47E-01,0.058068912,0.099934498,0.070628588,,2.49E-03,7.66E-05,5.89E-03,,,,,,,,
1.38E-01,1.17E-01,1.88E-01,0.062388528,0.088788873,0.070308632,,5.67E-03,7.94E-04,1.38E-02,,,,,,,,
7.59E-02,6.37E-02,1.03E-01,0.074055639,0.060702205,0.070049609,,3.31E-06,8.83E-06,1.09E-03,,,,,,,,
7.32E-02,6.14E-02,9.94E-02,0.061884869,0.089021713,0.070025923,,1.28E-04,7.63E-04,8.63E-04,,,,,,,,
1.05E-01,8.84E-02,1.43E-01,0.054809943,0.105484282,0.070012245,,2.49E-03,2.92E-04,5.31E-03,,,,,,,,
2.89E-02,2.40E-02,3.81E-02,0.065102361,0.081386602,0.069987633,,1.31E-03,3.29E-03,1.02E-03,,,,,,,,
3.00E-02,2.49E-02,3.96E-02,0.051687257,0.112262234,0.069859751,,4.69E-04,7.63E-03,9.15E-04,,,,,,,,
9.11E-03,7.51E-03,1.14E-02,0.063490653,0.084682186,0.069848113,,2.96E-03,5.96E-03,3.42E-03,,,,,,,,
6.23E-02,5.21E-02,8.43E-02,0.070055995,0.069161212,0.06978756,,6.01E-05,2.90E-04,2.10E-04,,,,,,,,
5.94E-02,4.97E-02,8.03E-02,0.067389565,0.075299494,0.069762544,,6.32E-05,6.55E-04,1.11E-04,,,,,,,,
6.21E-02,5.20E-02,8.40E-02,0.074097117,0.059599413,0.069747806,,1.44E-04,5.84E-05,2.03E-04,,,,,,,,
3.02E-02,2.51E-02,3.98E-02,0.058708856,0.095346778,0.069700232,,8.14E-04,4.94E-03,8.93E-04,,,,,,,,
1.16E-01,9.82E-02,1.59E-01,0.076864279,0.051800546,0.069345159,,1.54E-03,2.16E-03,7.96E-03,,,,,,,,
6.99E-02,5.86E-02,9.48E-02,0.068017658,0.071233746,0.068982484,,3.54E-06,1.60E-04,6.68E-04,,,,,,,,
4.88E-02,4.07E-02,6.56E-02,0.0519539,0.108549585,0.068932606,,9.69E-06,4.60E-03,1.11E-05,,,,,,,,
9.63E-02,8.11E-02,1.31E-01,0.060439072,0.088397394,0.068826569,,1.28E-03,5.31E-05,3.90E-03,,,,,,,,
5.06E-02,4.23E-02,6.81E-02,0.0552899,0.099867972,0.068663322,,2.15E-05,3.32E-03,3.09E-07,,,,,,,,
7.94E-02,6.67E-02,1.08E-01,0.065629722,0.07567562,0.068643491,,1.90E-04,8.09E-05,1.55E-03,,,,,,,,
8.23E-02,6.92E-02,1.12E-01,0.06708737,0.072029497,0.068570008,,2.33E-04,8.07E-06,1.89E-03,,,,,,,,
1.58E-02,1.30E-02,2.02E-02,0.053861879,0.102818134,0.068548755,,1.45E-03,8.06E-03,2.33E-03,,,,,,,,
1.84E-02,1.52E-02,2.37E-02,0.068906468,0.067390603,0.068451708,,2.55E-03,2.72E-03,2.00E-03,,,,,,,,
9.46E-02,7.97E-02,1.29E-01,0.038615827,0.137685313,0.068336673,,3.13E-03,3.36E-03,3.68E-03,,,,,,,,
9.15E-02,7.70E-02,1.25E-01,0.066269665,0.073073439,0.068310797,,6.37E-04,1.57E-05,3.18E-03,,,,,,,,
9.60E-02,8.09E-02,1.31E-01,0.05580541,0.097314406,0.068258109,,1.62E-03,2.69E-04,3.93E-03,,,,,,,,
1.27E-01,1.08E-01,1.73E-01,0.059283619,0.08799824,0.067898005,,4.60E-03,3.90E-04,1.11E-02,,,,,,,,
4.44E-02,3.70E-02,5.94E-02,0.065126063,0.074209495,0.067851092,,4.31E-04,1.39E-03,7.14E-05,,,,,,,,
5.01E-02,4.18E-02,6.74E-02,0.063235861,0.077842825,0.06761795,,1.72E-04,1.30E-03,5.93E-08,,,,,,,,
1.55E-01,1.32E-01,2.11E-01,0.042846562,0.124653938,0.067388775,,1.25E-02,5.10E-05,2.05E-02,,,,,,,,
5.23E-02,4.37E-02,7.04E-02,0.06337807,0.076581394,0.067339067,,1.22E-04,1.08E-03,9.54E-06,,,,,,,,
2.84E-02,2.35E-02,3.73E-02,0.065860812,0.070376587,0.067215545,,1.41E-03,2.19E-03,8.92E-04,,,,,,,,
3.21E-02,2.67E-02,4.25E-02,0.069842681,0.060837815,0.067141221,,1.42E-03,1.16E-03,6.06E-04,,,,,,,,
1.65E-01,1.41E-01,2.25E-01,0.059425829,0.084746153,0.067021926,,1.12E-02,3.17E-03,2.48E-02,,,,,,,,
2.80E-02,2.33E-02,3.69E-02,0.053790774,0.097603537,0.066934603,,6.63E-04,5.53E-03,9.03E-04,,,,,,,,
7.94E-02,6.67E-02,1.08E-01,0.049293396,0.108009703,0.066908288,,9.08E-04,1.71E-03,1.69E-03,,,,,,,,
8.30E-02,6.98E-02,1.13E-01,0.062453708,0.077177568,0.066870866,,4.23E-04,5.50E-05,2.13E-03,,,,,,,,
8.75E-02,7.36E-02,1.19E-01,0.066642965,0.06730105,0.06684039,,4.36E-04,4.00E-05,2.75E-03,,,,,,,,
5.37E-02,4.48E-02,7.23E-02,0.042473262,0.123136639,0.066672275,,1.26E-04,6.13E-03,3.20E-05,,,,,,,,
9.26E-02,7.79E-02,1.26E-01,0.061920422,0.077640689,0.066636502,,9.39E-04,9.24E-08,3.55E-03,,,,,,,,
3.95E-02,3.29E-02,5.27E-02,0.064628329,0.070123277,0.066276814,,6.30E-04,1.39E-03,1.85E-04,,,,,,,,
6.69E-02,5.61E-02,9.07E-02,0.071489942,0.053740028,0.066164967,,2.07E-05,5.43E-06,6.03E-04,,,,,,,,
6.04E-02,5.05E-02,8.17E-02,0.043889432,0.11753824,0.065984074,,2.74E-04,4.49E-03,2.47E-04,,,,,,,,
6.41E-02,5.36E-02,8.68E-02,0.059982816,0.079848833,0.065942621,,1.68E-05,6.87E-04,4.33E-04,,,,,,,,
1.15E-01,9.69E-02,1.56E-01,0.049435606,0.103608767,0.065687554,,4.24E-03,4.48E-05,8.24E-03,,,,,,,,
2.55E-02,2.12E-02,3.35E-02,0.052783456,0.095594971,0.065626911,,7.42E-04,5.54E-03,1.03E-03,,,,,,,,
1.88E-01,1.61E-01,2.54E-01,0.062157438,0.073434214,0.065540471,,1.58E-02,7.67E-03,3.57E-02,,,,,,,,
7.57E-02,6.35E-02,1.03E-01,0.053613012,0.093200043,0.065489121,,4.89E-04,8.79E-04,1.40E-03,,,,,,,,
4.42E-02,3.69E-02,5.92E-02,0.070488549,0.053425309,0.065369577,,6.89E-04,2.74E-04,3.77E-05,,,,,,,,
9.46E-02,7.97E-02,1.29E-01,0.06241223,0.072019262,0.06529434,,1.04E-03,5.88E-05,4.06E-03,,,,,,,,
2.90E-02,2.41E-02,3.82E-02,0.056611264,0.085201599,0.065188365,,7.62E-04,3.74E-03,7.28E-04,,,,,,,,
9.34E-02,7.87E-02,1.27E-01,0.061126418,0.074636795,0.065179531,,1.04E-03,1.62E-05,3.87E-03,,,,,,,,
5.26E-02,4.39E-02,7.08E-02,0.059348799,0.078556698,0.065111168,,4.56E-05,1.20E-03,3.24E-05,,,,,,,,
9.08E-02,7.64E-02,1.24E-01,0.048854917,0.103002359,0.065099149,,1.76E-03,7.05E-04,3.44E-03,,,,,,,,
4.42E-02,3.69E-02,5.92E-02,0.065149764,0.064972648,0.065096629,,4.38E-04,7.90E-04,3.47E-05,,,,,,,,
6.99E-02,5.86E-02,9.48E-02,0.061920422,0.072298158,0.065033743,,6.37E-05,1.88E-04,8.88E-04,,,,,,,,
3.58E-02,2.98E-02,4.75E-02,0.071045537,0.050825687,0.064979582,,1.24E-03,4.44E-04,3.05E-04,,,,,,,,
7.62E-02,6.39E-02,1.04E-01,0.057174177,0.082845051,0.064875439,,3.61E-04,3.58E-04,1.49E-03,,,,,,,,
9.32E-02,7.85E-02,1.27E-01,0.061481942,0.072484942,0.064782842,,1.01E-03,3.63E-05,3.88E-03,,,,,,,,
1.37E-01,1.16E-01,1.87E-01,0.057316387,0.082174676,0.064773874,,6.36E-03,1.17E-03,1.49E-02,,,,,,,,
6.81E-02,5.71E-02,9.23E-02,0.044321986,0.112203385,0.064686406,,5.66E-04,3.04E-03,7.65E-04,,,,,,,,
1.62E-01,1.38E-01,2.20E-01,0.063413622,0.067480157,0.064633583,,9.62E-03,4.95E-03,2.41E-02,,,,,,,,
5.50E-02,4.60E-02,7.42E-02,0.058418511,0.078812566,0.064536728,,1.17E-05,1.08E-03,9.25E-05,,,,,,,,
1.24E-01,1.05E-01,1.70E-01,0.061843392,0.070130953,0.06432966,,3.91E-03,1.25E-03,1.11E-02,,,,,,,,
1.91E-01,1.64E-01,2.58E-01,0.067484372,0.056879532,0.06430292,,1.52E-02,1.14E-02,3.77E-02,,,,,,,,
5.08E-03,4.18E-03,6.16E-03,0.056569786,0.081811343,0.064142253,,2.65E-03,6.03E-03,3.36E-03,,,,,,,,
5.83E-02,4.88E-02,7.88E-02,0.057227506,0.080173786,0.06411139,,1.22E-06,9.86E-04,2.15E-04,,,,,,,,
8.16E-02,6.86E-02,1.11E-01,0.060379818,0.069782972,0.063200764,,4.51E-04,1.46E-06,2.29E-03,,,,,,,,
