weighted score,Normalised retweets,Norm likes,,weighted score,Normalised retweets,Norm likes,,SQUARED ERROR,,,,SUM,,,,MSE,,
1.78E-01,1.01E-01,1.80E-01,,0.05287504,0.037827749,0.051025661,,0.015727984,0.004018208,0.016612733,,,,,,,,
1.40E-02,1.70E-02,1.31E-02,,0.050580455,0.031197227,0.051000049,,0.001338054,0.000201504,0.001436882,,,,,,,,
4.70E-02,2.71E-02,4.70E-02,,0.05035689,0.030675792,0.050943701,,1.10001E-05,1.27357E-05,1.52605E-05,,,,,,,,
1.87E-02,1.06E-02,1.77E-02,,0.061890787,0.064426866,0.050889914,,0.001869245,0.002897884,0.001100697,,,,,,,,
8.85E-02,5.46E-02,9.22E-02,,0.052053948,0.035943472,0.050805392,,0.001331915,0.00034732,0.001716048,,,,,,,,
1.80E-02,1.25E-02,1.79E-02,,0.05669596,0.049720025,0.05070038,,0.001499728,0.00138477,0.00107299,,,,,,,,
2.39E-02,1.53E-02,2.29E-02,,0.055261083,0.045572245,0.050685012,,0.00098311,0.0009154,0.000773098,,,,,,,,
3.11E-02,2.02E-02,2.96E-02,,0.053059988,0.039220217,0.050656838,,0.000480253,0.000363338,0.000442296,,,,,,,,
1.12E-01,7.35E-02,1.13E-01,,0.057555668,0.052410156,0.05062098,,0.002922533,0.000446062,0.003941865,,,,,,,,
4.37E-02,2.68E-02,4.38E-02,,0.050452413,0.031712737,0.050615858,,4.50281E-05,2.44406E-05,4.69112E-05,,,,,,,,
3.15E-01,1.84E-01,3.19E-01,,0.053966441,0.042686576,0.050300821,,0.068299911,0.019862916,0.072245977,,,,,,,,
1.54E-01,9.11E-02,1.56E-01,,0.055669596,0.047912778,0.050188125,,0.009707254,0.001867453,0.011141508,,,,,,,,
2.20E-01,1.51E-01,2.19E-01,,0.055490744,0.047391343,0.050188125,,0.027043722,0.010713747,0.028640714,,,,,,,,
2.67E-01,1.49E-01,2.77E-01,,0.050974741,0.034426569,0.050101042,,0.046507934,0.013127055,0.05154,,,,,,,,
1.69E-01,9.56E-02,1.71E-01,,0.049253295,0.02960922,0.050013959,,0.014362379,0.004350497,0.014592004,,,,,,,,
4.69E-02,3.93E-02,4.44E-02,,0.052789679,0.040008296,0.04997554,,3.43144E-05,5.18001E-07,3.05444E-05,,,,,,,,
2.44E-01,1.29E-01,2.49E-01,,0.055986651,0.049376352,0.04995505,,0.035335182,0.006332471,0.039633408,,,,,,,,
2.27E-01,1.31E-01,2.29E-01,,0.050125196,0.032589696,0.049824425,,0.031123276,0.009774635,0.032107711,,,,,,,,
5.22E-02,4.12E-02,5.23E-02,,0.058197907,0.056232039,0.049778322,,3.64773E-05,0.000226302,6.52574E-06,,,,,,,,
3.84E-02,3.15E-02,3.63E-02,,0.052675864,0.040280864,0.04971429,,0.000203206,7.64094E-05,0.000179025,,,,,,,,
1.52E-01,8.75E-02,1.53E-01,,0.050141455,0.032927443,0.049698922,,0.010320626,0.002975773,0.010698899,,,,,,,,
6.90E-02,5.64E-02,6.63E-02,,0.052240929,0.03940983,0.049542685,,0.000279506,0.000287431,0.000280279,,,,,,,,
1.31E-01,7.03E-02,1.32E-01,,0.053793687,0.044630107,0.049243016,,0.005930807,0.000659087,0.00676821,,,,,,,,
2.97E-02,2.03E-02,2.85E-02,,0.051375125,0.038627678,0.048789671,,0.00046866,0.000335797,0.00041106,,,,,,,,
1.07E-01,5.83E-02,1.07E-01,,0.051671856,0.039563891,0.048758936,,0.003014933,0.000349188,0.00341777,,,,,,,,
1.01E-01,5.87E-02,1.02E-01,,0.051891356,0.040328267,0.048705149,,0.002424396,0.000337761,0.002815589,,,,,,,,
5.27E-02,3.46E-02,5.49E-02,,0.049901632,0.034936154,0.048528421,,7.66631E-06,9.94393E-08,4.11889E-05,,,,,,,,
4.19E-02,3.12E-02,4.21E-02,,0.055393189,0.051527272,0.048277416,,0.000181401,0.000413411,3.81349E-05,,,,,,,,
6.13E-02,4.50E-02,5.91E-02,,0.049001276,0.033235564,0.048128863,,0.000151959,0.000137711,0.000120344,,,,,,,,
6.06E-02,3.92E-02,6.08E-02,,0.048249287,0.031161675,0.048077637,,0.000153683,6.44817E-05,0.000160689,,,,,,,,
1.42E-01,8.85E-02,1.43E-01,,0.052360841,0.043516132,0.047918838,,0.007999113,0.002020098,0.009082054,,,,,,,,
1.80E-02,1.11E-02,1.77E-02,,0.052643346,0.044796018,0.04772162,,0.001199571,0.001137148,0.000899264,,,,,,,,
4.57E-02,2.83E-02,4.58E-02,,0.050324372,0.038058839,0.047711375,,2.11007E-05,9.5305E-05,3.71156E-06,,,,,,,,
2.64E-01,1.57E-01,2.67E-01,,0.047344867,0.029372204,0.047711375,,0.046867028,0.016329884,0.048174874,,,,,,,,
2.14E-02,1.34E-02,2.12E-02,,0.049381336,0.035499067,0.047629415,,0.00078547,0.000488771,0.000698537,,,,,,,,
1.78E-01,1.00E-01,1.70E-01,,0.050549969,0.038989127,0.047593557,,0.016296529,0.003764433,0.015094892,,,,,,,,
2.92E-02,3.27E-02,2.75E-02,,0.050348761,0.038438065,0.047578189,,0.00044677,3.34627E-05,0.000401276,,,,,,,,
2.80E-02,2.38E-02,2.67E-02,,0.049903664,0.037691464,0.047339991,,0.000478092,0.000191748,0.000427309,,,,,,,,
1.02E-02,5.97E-03,1.00E-02,,0.04870048,0.034195479,0.047334868,,0.001485994,0.00079681,0.00139362,,,,,,,,
1.96E-02,1.34E-02,2.02E-02,,0.047706635,0.031351287,0.047311817,,0.000787351,0.00032332,0.000732676,,,,,,,,
1.32E-02,1.93E-02,1.34E-02,,0.052460429,0.045388558,0.047234979,,0.001538217,0.000682459,0.001144264,,,,,,,,
1.38E-02,9.00E-03,1.42E-02,,0.046775793,0.028821142,0.047232418,,0.001086255,0.000392733,0.001090654,,,,,,,,
4.59E-02,2.91E-02,4.58E-02,,0.04881836,0.034888751,0.047183753,,8.70285E-06,3.34297E-05,2.03363E-06,,,,,,,,
1.26E-01,7.66E-02,1.27E-01,,0.048669994,0.034675436,0.047088986,,0.005934494,0.001756364,0.006350805,,,,,,,,
6.16E-02,3.55E-02,6.17E-02,,0.0480745,0.033407401,0.046886646,,0.000182629,4.58914E-06,0.000220203,,,,,,,,
5.58E-01,3.61E-01,5.64E-01,,0.051308056,0.042941368,0.046840543,,0.256794321,0.100980802,0.267640254,,,,,,,,
3.09E-01,1.75E-01,3.12E-01,,0.050692237,0.041223002,0.046807246,,0.066707867,0.01793964,0.070506167,,,,,,,,
3.28E-01,1.64E-01,3.36E-01,,0.053624997,0.049797055,0.046797001,,0.075380425,0.013037631,0.083837691,,,,,,,,
4.86E-02,2.92E-02,4.68E-02,,0.04950328,0.038005511,0.046699673,,7.41165E-07,7.81508E-05,1.82685E-08,,,,,,,,
1.10E-01,6.49E-02,1.10E-01,,0.049041924,0.036690072,0.046686867,,0.003666433,0.000795865,0.004061711,,,,,,,,
5.74E-02,3.74E-02,5.79E-02,,0.052307999,0.046413652,0.046599783,,2.60688E-05,8.07683E-05,0.000127,,,,,,,,
4.56E-02,6.72E-02,4.24E-02,,0.049265489,0.037549255,0.046597222,,1.34866E-05,0.000876991,1.74081E-05,,,,,,,,
1.61E-01,9.43E-02,1.68E-01,,0.048298064,0.034924303,0.0465127,,0.012716304,0.003523845,0.01467104,,,,,,,,
1.25E-01,7.35E-02,1.28E-01,,0.051255213,0.043847954,0.046382075,,0.005428297,0.000880733,0.006586784,,,,,,,,
1.52E-02,9.33E-03,1.58E-02,,0.04637541,0.029709952,0.046343656,,0.000970173,0.000415481,0.000934948,,,,,,,,
7.29E-02,4.61E-02,7.06E-02,,0.048645606,0.036340473,0.046338534,,0.000589797,9.53771E-05,0.000590817,,,,,,,,
1.52E-01,8.45E-02,1.48E-01,,0.047159918,0.032009007,0.046338534,,0.011080977,0.002755175,0.01041437,,,,,,,,
9.38E-02,5.58E-02,9.43E-02,,0.046320535,0.029615145,0.046315482,,0.002255735,0.00068801,0.002306334,,,,,,,,
4.03E-01,1.84E-01,4.07E-01,,0.051659662,0.045264125,0.046279624,,0.123562779,0.019227595,0.129784494,,,,,,,,
8.70E-02,5.83E-02,8.81E-02,,0.05169218,0.045667052,0.046146438,,0.001249793,0.000159855,0.00175618,,,,,,,,
7.94E-02,5.32E-02,8.28E-02,,0.047448519,0.033330371,0.046131071,,0.001023508,0.000394111,0.001346105,,,,,,,,
3.48E-02,2.26E-02,3.35E-02,,0.049094767,0.038781738,0.045849331,,0.000203355,0.000263165,0.000152687,,,,,,,,
5.28E-02,5.76E-02,5.01E-02,,0.047338769,0.033810328,0.045785299,,2.98039E-05,0.000565028,1.86141E-05,,,,,,,,
7.36E-02,4.51E-02,7.14E-02,,0.047184307,0.033371848,0.045780176,,0.000699967,0.000137976,0.000655336,,,,,,,,
5.80E-02,5.79E-02,5.53E-02,,0.046365248,0.032222321,0.04524487,,0.000136138,0.000657264,0.000101253,,,,,,,,
1.38E-01,1.05E-01,1.40E-01,,0.049881308,0.042491038,0.045237187,,0.007743935,0.003918498,0.008905056,,,,,,,,
9.05E-02,5.79E-02,9.14E-02,,0.058163357,0.066992564,0.04508351,,0.001045289,8.26486E-05,0.002148179,,,,,,,,
4.07E-01,2.42E-01,4.11E-01,,0.048198477,0.03814772,0.044993866,,0.128382553,0.041621688,0.134238903,,,,,,,,
1.74E-01,1.13E-01,1.76E-01,,0.049100864,0.041175599,0.044822261,,0.015477477,0.005171549,0.01725407,,,,,,,,
6.06E-02,3.90E-02,5.86E-02,,0.048239125,0.038835067,0.044747984,,0.000153536,1.72177E-08,0.000192631,,,,,,,,
7.05E-02,3.80E-02,7.05E-02,,0.04635915,0.03353776,0.044668584,,0.000581004,2.00936E-05,0.000669352,,,,,,,,
2.06E-01,1.16E-01,2.08E-01,,0.047048135,0.035647202,0.044625043,,0.025143257,0.006487716,0.026647254,,,,,,,,
2.92E-02,4.65E-02,2.83E-02,,0.047302186,0.036773028,0.04445856,,0.000329428,9.52072E-05,0.000262308,,,,,,,,
2.72E-02,1.64E-02,2.84E-02,,0.050592649,0.046407727,0.044440631,,0.000545723,0.00090333,0.00025826,,,,,,,,
3.26E-02,3.68E-02,3.07E-02,,0.047580625,0.037626285,0.044440631,,0.000224242,6.9102E-07,0.00018762,,,,,,,,
2.22E-01,1.13E-01,2.17E-01,,0.04780419,0.038301781,0.044430386,,0.030445416,0.005608126,0.029634444,,,,,,,,
2.00E-02,1.22E-02,2.06E-02,,0.04433894,0.02828193,0.044394528,,0.000594066,0.000259909,0.00056792,,,,,,,,
8.55E-02,4.87E-02,8.58E-02,,0.045420179,0.031582378,0.044330496,,0.001604643,0.000291453,0.001723137,,,,,,,,
5.82E-02,3.61E-02,5.83E-02,,0.049600836,0.043948686,0.044253658,,7.4224E-05,6.17609E-05,0.000197803,,,,,,,,
4.27E-02,2.48E-02,4.26E-02,,0.045410017,0.031884573,0.044187065,,7.27419E-06,5.08591E-05,2.48786E-06,,,,,,,,
1.75E-01,1.11E-01,1.77E-01,,0.052598633,0.052937517,0.044146085,,0.015021151,0.003350472,0.017701268,,,,,,,,
2.34E-01,1.39E-01,2.30E-01,,0.053080313,0.054869197,0.043918132,,0.032905547,0.007162147,0.034617563,,,,,,,,
2.84E-02,6.24E-02,2.71E-02,,0.045578707,0.033217788,0.043823364,,0.000296587,0.000853702,0.00028106,,,,,,,,
4.77E-02,2.75E-02,4.62E-02,,0.044387718,0.029781056,0.043807997,,1.12109E-05,5.02378E-06,5.49555E-06,,,,,,,,
4.50E-02,2.64E-02,4.33E-02,,0.043997496,0.028702634,0.043782384,,1.0685E-06,5.07891E-06,2.31941E-07,,,,,,,,
6.20E-02,4.17E-02,6.00E-02,,0.044174315,0.02923592,0.0437747,,0.000318925,0.000154146,0.000264773,,,,,,,,
1.55E-01,9.48E-02,1.62E-01,,0.044842976,0.031374989,0.04369274,,0.012050476,0.004019178,0.013904138,,,,,,,,
2.54E-02,1.62E-02,2.63E-02,,0.042826831,0.025751785,0.043582605,,0.000303917,9.15027E-05,0.000300189,,,,,,,,
1.21E-02,7.90E-03,1.25E-02,,0.044462917,0.030782449,0.043469909,,0.001044168,0.000523609,0.000959883,,,,,,,,
9.69E-02,5.34E-02,9.36E-02,,0.043666214,0.028649305,0.043387948,,0.002828733,0.000612929,0.002516784,,,,,,,,
2.28E-01,1.28E-01,2.31E-01,,0.044883625,0.032240097,0.043370019,,0.033712197,0.009219751,0.035177372,,,,,,,,
5.15E-02,4.21E-02,4.93E-02,,0.044072695,0.029929191,0.043346968,,5.45867E-05,0.000148712,3.58837E-05,,,,,,,,
4.49E-02,4.46E-02,4.27E-02,,0.045808369,0.034995408,0.043344407,,7.86473E-07,9.30628E-05,4.08766E-07,,,,,,,,
1.24E-01,7.05E-02,1.25E-01,,0.043454844,0.028145646,0.043339284,,0.006423366,0.001798052,0.006587305,,,,,,,,
4.98E-01,3.04E-01,5.03E-01,,0.043060558,0.027102776,0.043293181,,0.206838534,0.076428623,0.211733744,,,,,,,,
1.68E-02,1.20E-02,1.67E-02,,0.042241498,0.025805114,0.042821907,,0.000645627,0.000191555,0.000682155,,,,,,,,
1.77E-02,1.32E-02,1.75E-02,,0.043143886,0.028637454,0.042734824,,0.000649037,0.000237701,0.000637363,,,,,,,,
3.44E-01,2.03E-01,3.48E-01,,0.043418261,0.029502563,0.04270665,,0.090254906,0.030202477,0.093172673,,,,,,,,
4.58E-02,3.43E-02,4.40E-02,,0.050667848,0.050774746,0.042647741,,2.3511E-05,0.000271547,1.7667E-06,,,,,,,,
1.12E-02,1.40E-02,1.05E-02,,0.045798207,0.036844132,0.042532483,,0.001194761,0.000519854,0.001029013,,,,,,,,
3.87E-02,3.00E-02,3.70E-02,,0.046706691,0.03955204,0.042506871,,6.47735E-05,9.07381E-05,3.05173E-05,,,,,,,,
7.05E-02,4.88E-02,7.12E-02,,0.043973107,0.031594229,0.042501748,,0.000703149,0.000296704,0.000823409,,,,,,,,
4.24E-02,2.17E-02,4.05E-02,,0.046643687,0.039457233,0.042468452,,1.79562E-05,0.000313889,3.73566E-06,,,,,,,,
1.71E-01,1.03E-01,1.73E-01,,0.042204915,0.026551714,0.042453084,,0.016633341,0.005790745,0.017058482,,,,,,,,
1.31E-01,7.34E-02,1.32E-01,,0.046113229,0.037958107,0.042447961,,0.00726665,0.001257113,0.008085956,,,,,,,,
4.66E-02,4.37E-02,4.40E-02,,0.043926362,0.031588303,0.0424454,,7.11157E-06,0.000145889,2.26709E-06,,,,,,,,
6.13E-02,4.50E-02,5.91E-02,,0.045991285,0.037679614,0.042414665,,0.000235228,5.31584E-05,0.000278367,,,,,,,,
1.40E-02,9.99E-03,1.33E-02,,0.046340859,0.039095784,0.04224306,,0.001045986,0.000846912,0.000837656,,,,,,,,
4.63E-02,2.89E-02,4.66E-02,,0.046885543,0.040908956,0.042145731,,2.87303E-07,0.000143532,1.98049E-05,,,,,,,,
7.53E-02,5.07E-02,7.62E-02,,0.043812547,0.032323053,0.041984371,,0.000991445,0.000339065,0.001168062,,,,,,,,
2.56E-02,4.03E-02,2.39E-02,,0.053415659,0.060373893,0.04196132,,0.000772156,0.000403656,0.000327296,,,,,,,,
7.49E-02,4.46E-02,7.53E-02,,0.04173543,0.026563565,0.041856308,,0.001100026,0.000325239,0.001115872,,,,,,,,
4.50E-02,4.40E-02,4.24E-02,,0.042971132,0.030231387,0.041828134,,4.16258E-06,0.000190142,3.04406E-07,,,,,,,,
3.83E-02,2.33E-02,3.83E-02,,0.043389807,0.031748289,0.04170007,,2.58489E-05,7.08018E-05,1.16591E-05,,,,,,,,
1.44E-02,9.87E-03,1.49E-02,,0.043373548,0.031783841,0.041664212,,0.000837354,0.000480372,0.00071855,,,,,,,,
1.53E-01,8.83E-02,1.55E-01,,0.043363386,0.031795692,0.041646283,,0.012126954,0.00319334,0.012826792,,,,,,,,
9.96E-02,6.11E-02,1.00E-01,,0.04113587,0.025443664,0.041584813,,0.003412589,0.001267901,0.003448997,,,,,,,,
6.55E-02,3.79E-02,6.57E-02,,0.04551367,0.038355109,0.041520781,,0.000398833,2.51625E-07,0.000584873,,,,,,,,
8.90E-03,1.03E-02,8.69E-03,,0.048873235,0.048173496,0.041510536,,0.00159823,0.001435204,0.00107722,,,,,,,,
3.43E-02,3.38E-02,3.41E-02,,0.049407757,0.04980298,0.041479801,,0.000227091,0.000254638,5.43228E-05,,,,,,,,
9.23E-02,6.96E-02,9.32E-02,,0.047525751,0.044393091,0.041446504,,0.002001525,0.000635743,0.002678464,,,,,,,,
2.95E-02,2.05E-02,3.07E-02,,0.044009691,0.034444346,0.041315879,,0.00021102,0.000195668,0.000113709,,,,,,,,
6.19E-01,4.33E-01,6.27E-01,,0.044320648,0.035410186,0.041290266,,0.330642254,0.157712515,0.342818997,,,,,,,,
2.33E-01,1.38E-01,2.36E-01,,0.040369654,0.02426451,0.041128906,,0.037210988,0.012841304,0.038010335,,,,,,,,
2.23E-01,1.20E-01,2.25E-01,,0.042887803,0.031955678,0.040977791,,0.032453482,0.007712094,0.034000175,,,,,,,,
1.62E-01,9.03E-02,1.69E-01,,0.042658141,0.031351287,0.040949617,,0.014200556,0.003480659,0.01635163,,,,,,,,
5.44E-02,5.40E-02,5.42E-02,,0.044160088,0.035896068,0.040877902,,0.000105507,0.000326901,0.000177968,,,,,,,,
1.16E-01,5.72E-02,1.14E-01,,0.04322315,0.033164459,0.040877902,,0.005284818,0.000576539,0.005348983,,,,,,,,
3.78E-02,2.46E-02,3.63E-02,,0.044891754,0.038106242,0.040844605,,5.09373E-05,0.000181994,2.03466E-05,,,,,,,,
2.02E-01,1.22E-01,2.04E-01,,0.044619412,0.037365568,0.040821554,,0.024613641,0.007183052,0.026575933,,,,,,,,
6.15E-02,3.50E-02,6.41E-02,,0.040599315,0.025763636,0.040770328,,0.000435498,8.58571E-05,0.000542795,,,,,,,,
2.03E-01,9.64E-02,2.04E-01,,0.056630923,0.072763902,0.040657632,,0.0213015,0.000559281,0.026582344,,,,,,,,
1.68E-02,1.87E-02,1.70E-02,,0.040058696,0.024454123,0.040655071,,0.000543211,3.26616E-05,0.000560039,,,,,,,,
1.05E-01,7.62E-02,1.05E-01,,0.044694611,0.038355109,0.040488588,,0.003654387,0.001431285,0.004214283,,,,,,,,
3.15E-02,2.95E-02,3.22E-02,,0.041765916,0.029923266,0.040442485,,0.000106163,1.46117E-07,6.73143E-05,,,,,,,,
3.25E-02,2.16E-02,3.12E-02,,0.045064509,0.039717951,0.040365647,,0.000158591,0.000329013,8.41104E-05,,,,,,,,
1.15E-01,7.43E-02,1.17E-01,,0.040871658,0.028033064,0.040132571,,0.005506844,0.002139952,0.005837159,,,,,,,,
7.03E-02,5.56E-02,6.77E-02,,0.044253579,0.038124019,0.040032682,,0.000680692,0.000304186,0.000767424,,,,,,,,
1.15E-01,6.70E-02,1.16E-01,,0.041914281,0.031369063,0.040004508,,0.005279355,0.001269845,0.005701687,,,,,,,,
2.05E-01,1.22E-01,2.08E-01,,0.040568829,0.027529405,0.03996865,,0.027137793,0.009008976,0.028133646,,,,,,,,
7.89E-02,6.18E-02,7.45E-02,,0.039820905,0.025609575,0.039855954,,0.001526013,0.001309136,0.001201944,,,,,,,,
4.60E-02,4.42E-02,4.56E-02,,0.04131269,0.029970669,0.039850832,,2.18718E-05,0.000202271,3.30378E-05,,,,,,,,
1.20E-01,5.64E-02,1.23E-01,,0.049513442,0.054051492,0.039776555,,0.005006611,5.33307E-06,0.006966269,,,,,,,,
2.21E-01,1.27E-01,2.23E-01,,0.042861382,0.034770243,0.03972789,,0.031649812,0.008418946,0.033667224,,,,,,,,
1.46E-01,6.15E-02,1.49E-01,,0.039312803,0.024584481,0.039658736,,0.01147147,0.001363976,0.01188281,,,,,,,,
7.90E-02,5.15E-02,7.66E-02,,0.045601063,0.04296507,0.039638246,,0.001117449,7.20683E-05,0.001369456,,,,,,,,
5.51E-02,6.40E-02,5.47E-02,,0.045048249,0.041365212,0.039633123,,0.000101902,0.000514497,0.000225759,,,,,,,,
8.33E-02,4.91E-02,8.38E-02,,0.045239295,0.042040707,0.039581898,,0.001451584,4.96956E-05,0.001954573,,,,,,,,
2.49E-02,2.17E-02,2.55E-02,,0.039201021,0.024851124,0.039402609,,0.000204964,9.71529E-06,0.000193001,,,,,,,,
2.34E-01,1.37E-01,2.37E-01,,0.045588869,0.043622789,0.039338577,,0.035521066,0.008793213,0.039016393,,,,,,,,
5.49E-02,3.42E-02,5.70E-02,,0.042867479,0.035730157,0.039320648,,0.000144336,2.22157E-06,0.000311361,,,,,,,,
9.06E-02,6.55E-02,9.17E-02,,0.041812661,0.032672651,0.039312964,,0.002375624,0.001076428,0.00274715,,,,,,,,
1.27E-02,1.09E-02,1.26E-02,,0.047497297,0.049512636,0.039197707,,0.001208506,0.001487472,0.000708375,,,,,,,,
3.94E-02,2.25E-02,3.78E-02,,0.04268253,0.035499067,0.039187462,,1.08604E-05,0.000169618,1.84927E-06,,,,,,,,
4.89E-02,3.12E-02,5.08E-02,,0.040286325,0.028560424,0.039166972,,7.43607E-05,7.14067E-06,0.0001347,,,,,,,,
6.55E-02,4.88E-02,6.31E-02,,0.042302471,0.034556928,0.039115746,,0.00053677,0.000203992,0.000574781,,,,,,,,
1.82E-02,1.44E-02,1.80E-02,,0.047393644,0.049548188,0.039051715,,0.000851129,0.001235989,0.000441337,,,,,,,,
2.73E-02,1.55E-02,2.82E-02,,0.040103409,0.028584126,0.038926212,,0.000163698,0.000171525,0.000115806,,,,,,,,
2.50E-02,1.75E-02,2.49E-02,,0.039751803,0.027606435,0.038905722,,0.000216711,0.000102128,0.000196159,,,,,,,,
1.47E-01,8.74E-02,1.48E-01,,0.042692692,0.036328623,0.03884169,,0.010790389,0.002611783,0.012019134,,,,,,,,
5.27E-02,3.85E-02,5.25E-02,,0.041440731,0.032850413,0.038767413,,0.000127287,3.14552E-05,0.000189492,,,,,,,,
6.44E-02,4.04E-02,6.70E-02,,0.037973449,0.0230024,0.038654717,,0.000700753,0.000304069,0.000802543,,,,,,,,
1.48E-02,1.19E-02,1.47E-02,,0.041627712,0.033922911,0.03853946,,0.000718116,0.00048422,0.000570584,,,,,,,,
1.75E-01,9.79E-02,1.76E-01,,0.039959108,0.029087785,0.038526654,,0.018178239,0.004730583,0.019000433,,,,,,,,
1.70E-02,1.29E-02,1.69E-02,,0.039633923,0.028175273,0.038511286,,0.000510959,0.000233372,0.000467083,,,,,,,,
1.02E-01,7.61E-02,9.87E-02,,0.040467209,0.030628389,0.038501041,,0.00376994,0.002063347,0.003620519,,,,,,,,
3.56E-02,2.17E-02,3.55E-02,,0.046887576,0.049388203,0.038483112,,0.000128086,0.000764627,9.00045E-06,,,,,,,,
6.97E-02,7.21E-02,6.95E-02,,0.042271985,0.036121234,0.038401152,,0.000755017,0.001294333,0.000970104,,,,,,,,
7.31E-03,5.88E-03,7.14E-03,,0.040034307,0.029662549,0.038372978,,0.001070922,0.000565639,0.000975672,,,,,,,,
4.02E-02,2.65E-02,4.04E-02,,0.039898136,0.029283323,0.038365294,,6.76106E-08,7.68827E-06,4.23708E-06,,,,,,,,
2.31E-02,1.39E-02,2.39E-02,,0.039068915,0.02716203,0.03823723,,0.000255071,0.000174908,0.000205711,,,,,,,,
2.07E-02,2.18E-02,1.95E-02,,0.039833099,0.029526264,0.038178321,,0.000366523,6.00872E-05,0.000349565,,,,,,,,
3.01E-02,2.13E-02,3.02E-02,,0.044322681,0.042627322,0.038173198,,0.000201839,0.000456684,6.37103E-05,,,,,,,,
3.23E-03,3.22E-03,3.11E-03,,0.036951149,0.02130181,0.038101483,,0.001137221,0.000326994,0.001224219,,,,,,,,
7.41E-02,4.39E-02,7.16E-02,,0.041070833,0.033561461,0.037993909,,0.001089418,0.000107195,0.001128981,,,,,,,,
4.58E-02,3.43E-02,4.40E-02,,0.042127684,0.036784878,0.037932439,,1.36261E-05,6.19417E-06,3.65357E-05,,,,,,,,
2.31E-02,1.57E-02,2.40E-02,,0.043926362,0.04215329,0.037878652,,0.000433799,0.000697602,0.000193256,,,,,,,,
5.79E-02,3.44E-02,6.01E-02,,0.036455242,0.020436702,0.037850478,,0.000461366,0.000194921,0.000496252,,,,,,,,
3.02E-02,1.85E-02,3.12E-02,,0.039690831,0.030041774,0.037776201,,8.98368E-05,0.000133475,4.27738E-05,,,,,,,,
2.68E-02,2.01E-02,2.56E-02,,0.042263855,0.037833674,0.037650699,,0.000239275,0.000315986,0.000145685,,,,,,,,
8.42E-02,5.92E-02,8.16E-02,,0.040280228,0.032068261,0.037643015,,0.001928967,0.000734721,0.001928717,,,,,,,,
1.06E-01,6.15E-02,1.06E-01,,0.039705057,0.030468403,0.037609718,,0.004348209,0.000962134,0.004724074,,,,,,,,
2.76E-02,1.74E-02,2.85E-02,,0.038518133,0.027120552,0.037561054,,0.000120154,9.38995E-05,8.23791E-05,,,,,,,,
1.04E-01,1.02E-01,1.03E-01,,0.035520336,0.018505022,0.037507268,,0.004754256,0.006926534,0.004224664,,,,,,,,
2.02E-02,1.47E-02,2.10E-02,,0.041188713,0.035054662,0.037497023,,0.000438953,0.000412334,0.000271952,,,,,,,,
1.19E-01,7.17E-02,1.24E-01,,0.03693489,0.022652801,0.037497023,,0.006728523,0.002409592,0.00746353,,,,,,,,
3.88E-02,3.54E-02,3.70E-02,,0.044312519,0.044363464,0.037409939,,2.9966E-05,8.02606E-05,1.8347E-07,,,,,,,,
4.70E-02,2.86E-02,4.55E-02,,0.038922582,0.028963351,0.037274192,,6.58627E-05,1.07638E-07,6.68465E-05,,,,,,,,
2.68E-01,1.35E-01,2.61E-01,,0.041674458,0.037164104,0.037197354,,0.051016351,0.009583017,0.050169901,,,,,,,,
1.85E-01,1.06E-01,1.87E-01,,0.037961254,0.026445057,0.037151251,,0.021682045,0.006345718,0.022514912,,,,,,,,
3.14E-01,1.96E-01,3.19E-01,,0.044753551,0.046401801,0.037084658,,0.072300194,0.02223869,0.079313723,,,,,,,,
6.01E-02,3.91E-02,6.07E-02,,0.037404375,0.025052588,0.037051361,,0.000513335,0.000196032,0.00055939,,,,,,,,
3.97E-02,2.67E-02,3.79E-02,,0.040249742,0.03347258,0.036997574,,2.81778E-07,4.53565E-05,7.39221E-07,,,,,,,,
4.86E-02,3.10E-02,4.69E-02,,0.040792394,0.035368708,0.036861827,,6.08668E-05,1.87347E-05,0.000101218,,,,,,,,
1.92E-01,1.06E-01,1.94E-01,,0.038099458,0.027523479,0.036859266,,0.023730242,0.006147071,0.024727303,,,,,,,,
4.63E-02,3.53E-02,4.65E-02,,0.038095393,0.027559032,0.036838776,,6.7062E-05,5.9311E-05,9.30554E-05,,,,,,,,
3.64E-02,2.74E-02,3.45E-02,,0.040276163,0.033970314,0.036815724,,1.50918E-05,4.26984E-05,5.48229E-06,,,,,,,,
1.18E-01,6.90E-02,1.23E-01,,0.039997724,0.033567387,0.036638996,,0.006036936,0.001252711,0.007376601,,,,,,,,
1.12E-01,6.79E-02,1.09E-01,,0.03816856,0.028323408,0.036600577,,0.005378747,0.00156987,0.00520026,,,,,,,,
2.65E-01,1.51E-01,2.68E-01,,0.04434707,0.046407727,0.036569842,,0.048887218,0.010935219,0.05373633,,,,,,,,
1.41E-01,8.33E-02,1.43E-01,,0.038014097,0.028317483,0.036408482,,0.010680502,0.003026278,0.011272316,,,,,,,,
6.95E-02,5.14E-02,6.70E-02,,0.037321047,0.026379877,0.036372624,,0.001035614,0.000627587,0.000940732,,,,,,,,
9.55E-02,5.45E-02,9.25E-02,,0.041424472,0.038384736,0.036354695,,0.002921234,0.000258583,0.00315749,,,,,,,,
1.01E-01,6.03E-02,1.06E-01,,0.036325168,0.02390306,0.036188213,,0.004229403,0.001323203,0.004811805,,,,,,,,
