weighted score,Normalised retweets,Norm likes,,weighted score,Normalised retweets,Norm likes,,SQUARED ERROR,,,,SUM,,,,MSE,,
1.96E-01,1.16E-01,1.98E-01,,0.162397262,0.115041626,0.155671553,,0.001110173,5.53773E-07,0.001772775,,,,,,,,
8.21E-02,4.24E-02,8.23E-02,,0.15055444,0.080579504,0.155643379,,0.004689258,0.001456537,0.005384118,,,,,,,,
2.91E-02,1.94E-02,3.02E-02,,0.153379482,0.090149024,0.155067093,,0.015451376,0.005008692,0.015584051,,,,,,,,
5.43E-02,3.04E-02,5.44E-02,,0.148436674,0.076022872,0.154944151,,0.008863106,0.002082102,0.010114514,,,,,,,,
6.89E-02,4.49E-02,6.91E-02,,0.138855919,0.048517169,0.15475974,,0.004890949,1.31745E-05,0.007342694,,,,,,,,
3.99E-02,2.71E-02,3.84E-02,,0.149741478,0.081053536,0.154413968,,0.012062675,0.00291045,0.01344865,,,,,,,,
6.05E-03,4.76E-03,5.94E-03,,0.148387897,0.077764939,0.154129667,,0.020260292,0.005329988,0.021960225,,,,,,,,
5.50E-02,3.44E-02,5.50E-02,,0.143593454,0.063798773,0.154124544,,0.007843239,0.000864344,0.009817207,,,,,,,,
1.78E-01,1.05E-01,1.80E-01,,0.15571878,0.099155631,0.154121983,,0.00048694,3.20855E-05,0.000654648,,,,,,,,
4.14E-02,2.79E-02,3.94E-02,,0.176435081,0.159849495,0.15399392,,0.018241295,0.01741361,0.013128865,,,,,,,,
1.32E-02,1.05E-02,1.30E-02,,0.16504142,0.126933902,0.153863295,,0.023041458,0.013565955,0.019841378,,,,,,,,
8.29E-02,5.08E-02,8.34E-02,,0.147676555,0.076994638,0.153566187,,0.004197699,0.000687176,0.004928746,,,,,,,,
1.22E-01,7.15E-02,1.23E-01,,0.147857439,0.077865671,0.153417633,,0.000663771,4.03435E-05,0.000925092,,,,,,,,
1.58E-02,1.22E-02,1.64E-02,,0.146095344,0.072799455,0.153386898,,0.016966923,0.003677185,0.018759755,,,,,,,,
1.09E-01,5.94E-02,1.10E-01,,0.143916606,0.06657186,0.153333111,,0.001195424,5.16935E-05,0.001873533,,,,,,,,
1.69E-01,9.98E-02,1.70E-01,,0.15417212,0.096809173,0.153187119,,0.000207527,8.93581E-06,0.000295371,,,,,,,,
3.11E-01,1.79E-01,3.15E-01,,0.152714886,0.093479098,0.152790122,,0.025094967,0.007357154,0.026321984,,,,,,,,
2.57E-02,1.76E-02,2.66E-02,,0.138059216,0.050893254,0.152728651,,0.012615533,0.001105852,0.015904539,,,,,,,,
7.92E-02,4.64E-02,7.96E-02,,0.153946523,0.097775013,0.15248533,,0.005586807,0.002636572,0.005313291,,,,,,,,
3.61E-01,2.19E-01,3.65E-01,,0.15167023,0.091737031,0.152226642,,0.043778749,0.016182215,0.045462813,,,,,,,,
1.89E-01,1.14E-01,1.91E-01,,0.146599381,0.076965011,0.152221519,,0.001772256,0.001354765,0.001495943,,,,,,,,
2.28E-02,2.34E-02,2.35E-02,,0.145054753,0.072876485,0.15204223,,0.01494457,0.002447291,0.016524249,,,,,,,,
4.44E-02,3.38E-02,4.42E-02,,0.168116449,0.140710455,0.151783542,,0.015310531,0.011431092,0.011566827,,,,,,,,
1.99E-02,1.58E-02,1.99E-02,,0.149505719,0.086813024,0.151627304,,0.016789471,0.005049599,0.017354609,,,,,,,,
4.07E-02,3.03E-02,4.08E-02,,0.141374068,0.064106894,0.151194449,,0.01014197,0.001143451,0.012181282,,,,,,,,
1.31E-01,7.95E-02,1.33E-01,,0.140174949,0.060990134,0.151030528,,7.79711E-05,0.000341849,0.000340907,,,,,,,,
3.62E-02,3.61E-02,3.60E-02,,0.145071012,0.07614138,0.15065146,,0.01186139,0.001601494,0.013154401,,,,,,,,
2.22E-01,1.23E-01,2.25E-01,,0.141091564,0.065434184,0.150264707,,0.006597425,0.003368436,0.005522954,,,,,,,,
1.78E-01,1.11E-01,1.79E-01,,0.148170429,0.086824875,0.149939426,,0.00088025,0.000574804,0.000847268,,,,,,,,
2.60E-02,1.71E-02,2.70E-02,,0.14394506,0.075139988,0.14966537,,0.013907519,0.003371276,0.015047499,,,,,,,,
1.89E-02,1.59E-02,1.80E-02,,0.14021763,0.064314283,0.149647441,,0.014725383,0.002345328,0.017342385,,,,,,,,
1.36E-01,7.92E-02,1.37E-01,,0.142762201,0.072657245,0.149247882,,4.97979E-05,4.33564E-05,0.000152718,,,,,,,,
1.62E-02,1.30E-02,1.68E-02,,0.145861618,0.081711255,0.149240199,,0.016821706,0.004724861,0.017549841,,,,,,,,
3.45E-01,1.93E-01,3.39E-01,,0.180274293,0.183059284,0.14879966,,0.027266796,9.13807E-05,0.036261615,,,,,,,,
1.67E-01,9.60E-02,1.68E-01,,0.141888267,0.071549196,0.148625493,,0.000620965,0.000598395,0.00039453,,,,,,,,
1.33E-01,7.50E-02,1.29E-01,,0.136327607,0.055562469,0.148528165,,1.24188E-05,0.000377293,0.000388462,,,,,,,,
9.35E-03,5.76E-03,9.16E-03,,0.141178957,0.070263384,0.148287405,,0.017378718,0.004161049,0.01935711,,,,,,,,
4.90E-02,3.07E-02,4.91E-02,,0.138276683,0.062133736,0.148143974,,0.007965576,0.000986252,0.009810354,,,,,,,,
4.65E-02,3.31E-02,4.86E-02,,0.145182794,0.0827482,0.147936511,,0.009734827,0.002468036,0.009870466,,,,,,,,
2.03E-01,1.33E-01,2.06E-01,,0.14175616,0.072793529,0.147921144,,0.003719478,0.003632932,0.003384008,,,,,,,,
4.77E-03,6.51E-03,4.76E-03,,0.141117985,0.070962581,0.147908337,,0.018589791,0.004153743,0.020490022,,,,,,,,
6.90E-02,5.07E-02,6.89E-02,,0.141339517,0.071851391,0.147803325,,0.005231234,0.000448555,0.006226284,,,,,,,,
1.43E-02,9.64E-03,1.47E-02,,0.140059102,0.068278375,0.147734171,,0.015813484,0.003438471,0.01769087,,,,,,,,
1.23E-02,8.99E-03,1.27E-02,,0.142878048,0.076662815,0.147662455,,0.01704071,0.00457926,0.018217119,,,,,,,,
6.21E-02,3.72E-02,6.23E-02,,0.142467502,0.075513288,0.147641965,,0.0064533,0.001466205,0.007280537,,,,,,,,
2.39E-02,1.86E-02,2.49E-02,,0.145105563,0.083702189,0.147426818,,0.014689549,0.004236588,0.015023158,,,,,,,,
1.97E-02,1.50E-02,1.94E-02,,0.136644662,0.059171037,0.147367909,,0.01368285,0.001951408,0.016369077,,,,,,,,
6.17E-02,3.72E-02,6.41E-02,,0.137416976,0.06166563,0.147262897,,0.005727353,0.000598734,0.006910323,,,,,,,,
1.13E-01,5.14E-02,1.14E-01,,0.139439219,0.068248748,0.146965789,,0.000700563,0.000282589,0.001054322,,,,,,,,
4.79E-02,2.67E-02,4.61E-02,,0.144922647,0.085313898,0.146499638,,0.009416989,0.003433109,0.01008477,,,,,,,,
4.08E-03,3.47E-03,3.81E-03,,0.13595771,0.061831541,0.145352188,,0.017391867,0.003406302,0.020032915,,,,,,,,
6.19E-02,3.82E-02,6.21E-02,,0.136309316,0.063508429,0.145070448,,0.005538472,0.000639023,0.006888209,,,,,,,,
3.53E-01,2.03E-01,3.57E-01,,0.143625973,0.085130211,0.144944945,,0.043711336,0.013939813,0.044945947,,,,,,,,
4.46E-02,2.71E-02,4.46E-02,,0.139589617,0.075732527,0.143920437,,0.009026905,0.002367433,0.009859399,,,,,,,,
2.46E-02,1.76E-02,2.33E-02,,0.139335566,0.075074808,0.143884579,,0.013156752,0.003303928,0.014529392,,,,,,,,
1.14E-01,6.44E-02,1.15E-01,,0.163610608,0.14678399,0.143479898,,0.002433271,0.006789156,0.000807788,,,,,,,,
5.83E-01,3.78E-01,5.89E-01,,0.154495273,0.120338933,0.14342355,,0.183799836,0.066254156,0.198769221,,,,,,,,
5.83E-02,6.50E-02,5.79E-02,,0.134390726,0.062589992,0.143049604,,0.00578799,5.77413E-06,0.007251655,,,,,,,,
1.67E-01,9.43E-02,1.69E-01,,0.134045217,0.061736735,0.142983011,,0.001097986,0.001060307,0.000660252,,,,,,,,
4.90E-02,3.35E-02,5.11E-02,,0.135260595,0.065428258,0.142918979,,0.007442688,0.001018856,0.00842343,,,,,,,,
5.30E-02,3.95E-02,5.09E-02,,0.175087597,0.182354161,0.142568085,,0.014912663,0.020404434,0.008398565,,,,,,,,
1.93E-01,1.07E-01,1.95E-01,,0.13692107,0.071596599,0.142345254,,0.003172274,0.001262008,0.002798775,,,,,,,,
1.92E-01,1.10E-01,1.94E-01,,0.157913777,0.132930406,0.142288906,,0.001181905,0.000509919,0.002685754,,,,,,,,
6.53E-02,6.05E-02,6.24E-02,,0.14501817,0.096187006,0.141920083,,0.00636128,0.001275156,0.006315977,,,,,,,,
1.92E-02,1.47E-02,1.90E-02,,0.156393539,0.129387017,0.141904716,,0.018820467,0.013159245,0.015114968,,,,,,,,
4.96E-02,3.08E-02,4.96E-02,,0.138601868,0.077901224,0.141738233,,0.007926625,0.00221797,0.008488652,,,,,,,,
9.96E-02,6.18E-02,1.04E-01,,0.138931118,0.079032975,0.141663956,,0.001545113,0.000296878,0.001432437,,,,,,,,
1.54E-02,1.36E-02,1.59E-02,,0.130978318,0.056463129,0.141397584,,0.013349517,0.001835212,0.015743554,,,,,,,,
5.83E-02,3.58E-02,5.84E-02,,0.137140569,0.075856961,0.140780317,,0.006217797,0.001601735,0.006784635,,,,,,,,
8.83E-02,5.52E-02,8.89E-02,,0.133459884,0.065149764,0.140770072,,0.002035668,9.82395E-05,0.002691601,,,,,,,,
2.39E-01,1.27E-01,2.34E-01,,0.132756672,0.065564542,0.139704583,,0.011329721,0.00377796,0.008825156,,,,,,,,
9.12E-02,5.00E-02,8.80E-02,,0.137069435,0.079441827,0.139141103,,0.002104183,0.000868958,0.002614646,,,,,,,,
2.06E-02,1.20E-02,2.05E-02,,0.13174047,0.06411282,0.139051459,,0.012354552,0.002718337,0.014065268,,,,,,,,
7.35E-02,4.33E-02,7.38E-02,,0.132098173,0.065262347,0.139005356,,0.003431521,0.000480213,0.004246856,,,,,,,,
1.53E-01,7.70E-02,1.48E-01,,0.138658776,0.084762836,0.138843995,,0.000191955,5.99071E-05,8.05089E-05,,,,,,,,
3.73E-02,2.79E-02,3.89E-02,,0.130061704,0.060202056,0.138626287,,0.008603946,0.001042369,0.00994234,,,,,,,,
1.37E-01,7.98E-02,1.38E-01,,0.133543213,0.071406986,0.138170381,,1.04073E-05,7.08833E-05,6.14693E-08,,,,,,,,
4.30E-01,2.45E-01,4.35E-01,,0.161332282,0.152946405,0.137944989,,0.072382274,0.008468355,0.088258485,,,,,,,,
2.53E-02,1.90E-02,2.42E-02,,0.134945572,0.076662815,0.13766581,,0.012014882,0.003329698,0.012880841,,,,,,,,
3.47E-02,2.43E-02,3.49E-02,,0.16164324,0.154771428,0.137547992,,0.016103109,0.01702851,0.01053369,,,,,,,,
9.70E-02,5.75E-02,9.77E-02,,0.133417204,0.072615767,0.137489083,,0.001326701,0.000228178,0.001587065,,,,,,,,
2.48E-01,1.43E-01,2.51E-01,,0.14171348,0.097016561,0.137396877,,0.011268504,0.002105089,0.012846702,,,,,,,,
1.71E-02,1.15E-02,1.69E-02,,0.148245628,0.116522976,0.137197098,,0.017204306,0.011038967,0.014459836,,,,,,,,
3.97E-02,2.31E-02,3.96E-02,,0.133839944,0.077101295,0.136082944,,0.008866464,0.002911346,0.00930922,,,,,,,,
1.68E-02,9.88E-03,1.67E-02,,0.129905209,0.066719995,0.13561167,,0.012790803,0.003231289,0.014129632,,,,,,,,
4.28E-02,2.51E-02,4.27E-02,,0.132720089,0.07503333,0.135565567,,0.008087314,0.002491671,0.008614937,,,,,,,,
1.52E-02,1.63E-02,1.57E-02,,0.13105555,0.070684087,0.135347859,,0.013415056,0.002956987,0.014323793,,,,,,,,
6.40E-02,6.23E-02,6.65E-02,,0.120267546,0.039232068,0.135347859,,0.003163902,0.000531634,0.004746675,,,,,,,,
6.10E-02,3.43E-02,6.11E-02,,0.155318397,0.141978491,0.1351071,,0.008887671,0.011590594,0.005474376,,,,,,,,
5.13E-02,3.76E-02,5.16E-02,,0.126681815,0.059182887,0.134807431,,0.005689528,0.000467028,0.006924108,,,,,,,,
4.73E-02,3.34E-02,4.94E-02,,0.12828335,0.063911356,0.134781818,,0.006563113,0.000930954,0.007292482,,,,,,,,
1.35E-01,8.59E-02,1.37E-01,,0.127791508,0.063543981,0.134320789,,5.73539E-05,0.000499382,8.96167E-06,,,,,,,,
1.19E-01,6.44E-02,1.19E-01,,0.136807255,0.091422985,0.133631807,,0.000325507,0.000729086,0.000199864,,,,,,,,
7.93E-02,5.18E-02,7.97E-02,,0.130234458,0.072906112,0.133352628,,0.002593917,0.000444673,0.002880991,,,,,,,,
9.63E-02,6.00E-02,9.73E-02,,0.129476371,0.070784819,0.133314209,,0.001101341,0.00011561,0.001296549,,,,,,,,
9.33E-02,6.16E-02,9.77E-02,,0.133374523,0.082688946,0.133081133,,0.001603629,0.000445264,0.001251679,,,,,,,,
1.29E-02,7.72E-03,1.28E-02,,0.145611632,0.119136077,0.132748168,,0.017608447,0.012414285,0.014397476,,,,,,,,
1.71E-02,1.98E-02,1.67E-02,,0.123413708,0.054786241,0.132589369,,0.011303913,0.001226828,0.013434891,,,,,,,,
4.43E-02,3.20E-02,4.46E-02,,0.129108506,0.071501792,0.132540705,,0.007196024,0.001558095,0.007735446,,,,,,,,
8.50E-02,4.79E-02,8.54E-02,,0.123362898,0.05633277,0.131856845,,0.001474034,7.18707E-05,0.002157609,,,,,,,,
9.41E-02,5.93E-02,9.51E-02,,0.128175632,0.07042337,0.131831233,,0.001162595,0.000123631,0.001349549,,,,,,,,
1.22E-01,7.29E-02,1.23E-01,,0.128708122,0.072811306,0.131470093,,3.968E-05,2.01839E-09,6.6422E-05,,,,,,,,
3.65E-02,2.83E-02,3.67E-02,,0.121257327,0.052262021,0.130962961,,0.007180222,0.000573197,0.008894641,,,,,,,,
3.22E-02,2.56E-02,3.22E-02,,0.128754868,0.074227476,0.130916859,,0.009319403,0.002362504,0.009742078,,,,,,,,
1.97E-02,1.36E-02,2.03E-02,,0.12332225,0.059941339,0.130245805,,0.010743356,0.002151432,0.012087369,,,,,,,,
6.13E-02,3.62E-02,6.36E-02,,0.12113335,0.054329985,0.12991284,,0.003581031,0.000327924,0.004403873,,,,,,,,
2.85E-01,1.64E-01,2.88E-01,,0.122513353,0.058371108,0.129905156,,0.026277846,0.011077394,0.024985147,,,,,,,,
1.00E-01,5.45E-02,1.01E-01,,0.13473217,0.094462714,0.129702816,,0.001172075,0.001595309,0.000826555,,,,,,,,
1.18E-01,6.89E-02,1.19E-01,,0.125061988,0.066755548,0.129492791,,5.09093E-05,4.49132E-06,0.000112353,,,,,,,,
2.12E-01,1.18E-01,2.14E-01,,0.137315356,0.102781975,0.129362166,,0.005516009,0.000224755,0.00716765,,,,,,,,
1.38E-02,8.65E-03,1.37E-02,,0.138587641,0.108843658,0.128345341,,0.015559907,0.01003873,0.013144839,,,,,,,,
1.51E-01,9.19E-02,1.48E-01,,0.124334387,0.067668059,0.12818142,,0.000721544,0.00058908,0.000381146,,,,,,,,
1.21E-01,6.53E-02,1.21E-01,,0.135380507,0.100583652,0.127874067,,0.000219959,0.001241678,4.40512E-05,,,,,,,,
2.98E-02,2.49E-02,2.97E-02,,0.121204484,0.059496934,0.127769055,,0.008362405,0.001194651,0.00962563,,,,,,,,
2.79E-01,1.59E-01,2.82E-01,,0.126240783,0.074920748,0.127448896,,0.023188766,0.006991219,0.023835066,,,,,,,,
1.61E-02,8.79E-03,1.60E-02,,0.136469876,0.105661719,0.127051899,,0.014479094,0.009384508,0.012340244,,,,,,,,
2.31E-01,1.47E-01,2.34E-01,,0.120976855,0.060972358,0.126844436,,0.012001639,0.007320508,0.011542686,,,,,,,,
7.58E-02,5.16E-02,7.66E-02,,0.125019308,0.072929814,0.126770159,,0.002423858,0.000456572,0.002512434,,,,,,,,
2.17E-01,1.29E-01,2.19E-01,,0.125948117,0.075945842,0.126636973,,0.008281058,0.002825884,0.008619965,,,,,,,,
3.15E-02,2.11E-02,3.28E-02,,0.120212671,0.059864308,0.126360356,,0.007865885,0.001499412,0.008749954,,,,,,,,
1.05E-01,5.81E-02,1.05E-01,,0.122513353,0.066690368,0.12630913,,0.000313768,7.35259E-05,0.000438245,,,,,,,,
2.04E-02,1.39E-02,2.02E-02,,0.121793882,0.065001629,0.126132402,,0.010283464,0.002606724,0.011212739,,,,,,,,
4.13E-02,3.83E-02,4.11E-02,,0.123458421,0.069866382,0.12612728,,0.006757129,0.000994144,0.007226208,,,,,,,,
6.77E-02,4.08E-02,6.77E-02,,0.118395701,0.055888365,0.125789192,,0.00257092,0.000226387,0.003369894,,,,,,,,
2.68E-02,2.16E-02,2.65E-02,,0.116458819,0.05031849,0.125755895,,0.008046476,0.000823372,0.009851144,,,,,,,,
2.97E-03,3.95E-03,2.98E-03,,0.121773558,0.066151157,0.125609903,,0.014113934,0.003868769,0.015037399,,,,,,,,
2.28E-02,1.19E-02,2.27E-02,,0.119259473,0.059976891,0.125110455,,0.009307547,0.002311108,0.01049311,,,,,,,,
2.52E-02,1.78E-02,2.52E-02,,0.131894933,0.096862501,0.125089965,,0.011378458,0.006252372,0.00996822,,,,,,,,
4.61E-02,3.98E-02,4.61E-02,,0.120911818,0.066038574,0.124572588,,0.005592048,0.000686083,0.006153192,,,,,,,,
8.88E-02,6.95E-02,8.95E-02,,0.121121156,0.067638432,0.124144855,,0.001045517,3.39671E-06,0.001198922,,,,,,,,
4.42E-02,3.21E-02,4.25E-02,,0.1218264,0.069955263,0.124032159,,0.006029505,0.001432708,0.006655226,,,,,,,,
2.93E-01,1.65E-01,2.96E-01,,0.141250091,0.128201938,0.123332932,,0.022921576,0.001356997,0.029798863,,,,,,,,
2.25E-01,1.22E-01,2.35E-01,,0.11357687,0.04771724,0.12324841,,0.01246833,0.005547415,0.012428684,,,,,,,,
1.52E-01,9.04E-02,1.58E-01,,0.119964717,0.066382248,0.123230481,,0.00102099,0.000577789,0.001231069,,,,,,,,
4.80E-03,2.83E-03,4.70E-03,,0.123856772,0.077859746,0.123174133,,0.014175284,0.005629775,0.014035973,,,,,,,,
4.18E-02,2.68E-02,4.18E-02,,0.132947718,0.104891417,0.12294618,,0.008306633,0.006100738,0.006579206,,,,,,,,
3.72E-02,3.27E-02,3.55E-02,,0.150135765,0.156169822,0.122441609,,0.0127647,0.015255399,0.007563676,,,,,,,,
1.51E-02,1.06E-02,1.50E-02,,0.118133521,0.062892187,0.122431364,,0.010615948,0.002735963,0.011548278,,,,,,,,
1.99E-02,1.37E-02,1.98E-02,,0.123769379,0.079347021,0.122421119,,0.010782928,0.004308196,0.010537453,,,,,,,,
2.24E-02,1.48E-02,2.31E-02,,0.117149837,0.060308713,0.122308423,,0.008978159,0.002074374,0.009836371,,,,,,,,
1.88E-02,1.32E-02,1.85E-02,,0.110985554,0.042473262,0.122249514,,0.008506245,0.000856319,0.010761716,,,,,,,,
1.37E-01,5.96E-02,1.39E-01,,0.128777224,0.095007851,0.121962652,,7.26199E-05,0.00125429,0.000304557,,,,,,,,
1.14E-01,6.54E-02,1.15E-01,,0.112341168,0.04771724,0.121691157,,2.79288E-06,0.000312207,4.90904E-05,,,,,,,,
1.51E-02,1.66E-02,1.48E-02,,0.113873601,0.052309424,0.12163737,,0.009765916,0.001273256,0.011411905,,,,,,,,
6.87E-03,7.44E-03,6.92E-03,,0.112036307,0.047302462,0.121486255,,0.011060196,0.001589367,0.013125536,,,,,,,,
7.42E-02,4.81E-02,7.46E-02,,0.113668328,0.055627648,0.119944369,,0.001559903,5.62007E-05,0.002058142,,,,,,,,
1.05E-01,6.12E-02,1.06E-01,,0.130075931,0.104808461,0.11936296,,0.00060962,0.001905637,0.00017557,,,,,,,,
2.43E-01,1.59E-01,2.47E-01,,0.111698928,0.051302106,0.119332225,,0.017284551,0.011663455,0.016387168,,,,,,,,
1.08E-01,9.84E-02,1.09E-01,,0.119159885,0.073824549,0.11899926,,0.000116473,0.000605493,0.000101668,,,,,,,,
2.02E-02,2.45E-02,1.97E-02,,0.113383791,0.057743015,0.118671417,,0.008685588,0.001101884,0.00979375,,,,,,,,
4.31E-02,2.57E-02,4.46E-02,,0.109420602,0.046218114,0.118658611,,0.004391868,0.000422858,0.005479817,,,,,,,,
9.47E-02,6.07E-02,9.20E-02,,0.115168242,0.062981068,0.118656049,,0.000418474,5.41679E-06,0.000708523,,,,,,,,
1.10E-01,6.69E-02,1.11E-01,,0.12405798,0.089260214,0.118499812,,0.000202182,0.00049961,6.06457E-05,,,,,,,,
9.97E-02,5.76E-02,1.00E-01,,0.115048331,0.063585459,0.118243685,,0.000236693,3.57459E-05,0.000323958,,,,,,,,
1.05E-02,7.67E-03,1.04E-02,,0.114330892,0.06248926,0.117813391,,0.010778483,0.003005232,0.011528109,,,,,,,,
9.20E-02,5.51E-02,8.93E-02,,0.110133976,0.050703641,0.117618734,,0.000327176,1.9178E-05,0.000801007,,,,,,,,
3.01E-02,3.01E-02,2.97E-02,,0.125769265,0.096785471,0.117403587,,0.009151405,0.004452141,0.007690985,,,,,,,,
4.48E-02,4.53E-02,4.47E-02,,0.109568968,0.05038367,0.117045009,,0.00418921,2.62089E-05,0.005239487,,,,,,,,
5.88E-02,3.23E-02,5.65E-02,,0.129966181,0.1105798,0.116729973,,0.005067497,0.00612614,0.003629591,,,,,,,,
4.52E-02,2.79E-02,4.39E-02,,0.111203021,0.056978639,0.116253576,,0.004351137,0.000846818,0.005240741,,,,,,,,
9.29E-02,5.20E-02,9.34E-02,,0.122285724,0.089965336,0.115961591,,0.000862714,0.00144009,0.00050833,,,,,,,,
2.60E-01,1.47E-01,2.63E-01,,0.112570829,0.06322401,0.115277732,,0.021739945,0.006946039,0.021784106,,,,,,,,
7.15E-02,4.58E-02,7.19E-02,,0.110652239,0.057683761,0.11525468,,0.001530431,0.000142319,0.00187802,,,,,,,,
7.78E-02,4.85E-02,7.80E-02,,0.112891949,0.064492045,0.1151343,,0.001231588,0.000254511,0.00137995,,,,,,,,
1.06E-01,6.97E-02,1.11E-01,,0.108802751,0.052570142,0.1151343,,8.26387E-06,0.000292051,1.81396E-05,,,,,,,,
4.13E-01,2.52E-01,4.27E-01,,0.113981318,0.067804343,0.115075391,,0.089131176,0.034029145,0.097218306,,,,,,,,
3.06E-02,2.04E-02,2.91E-02,,0.126070061,0.103119723,0.115044656,,0.009105679,0.006848724,0.007379379,,,,,,,,
6.74E-02,3.85E-02,6.75E-02,,0.113548416,0.067034041,0.114862805,,0.002128706,0.000811919,0.002241319,,,,,,,,
6.61E-02,4.61E-02,6.93E-02,,0.109158422,0.0545433,0.114729619,,0.001849972,7.16211E-05,0.002062541,,,,,,,,
6.43E-02,4.37E-02,6.50E-02,,0.123958393,0.097982402,0.114604117,,0.003556736,0.002942373,0.002463466,,,,,,,,
3.96E-02,3.03E-02,3.98E-02,,0.143079256,0.153734483,0.114601556,,0.010703046,0.015226531,0.005602707,,,,,,,,
9.54E-03,1.23E-02,8.81E-03,,0.112709033,0.065499363,0.11446837,,0.010643714,0.002833264,0.0111643,,,,,,,,
3.36E-02,2.51E-02,3.21E-02,,0.108152382,0.053547833,0.113892083,,0.005561311,0.000807262,0.006682437,,,,,,,,
1.60E-01,1.04E-01,1.68E-01,,0.112861463,0.067312535,0.113876716,,0.002256951,0.001333988,0.002914581,,,,,,,,
8.92E-02,5.54E-02,8.98E-02,,0.119048103,0.086747845,0.113272256,,0.000891378,0.000981742,0.000552119,,,,,,,,
1.07E-01,6.05E-02,1.07E-01,,0.119983009,0.090794892,0.112701092,,0.00017061,0.000918016,2.74472E-05,,,,,,,,
1.40E-02,9.57E-03,1.38E-02,,0.111619664,0.0667911,0.11253717,,0.009535717,0.003274736,0.009749293,,,,,,,,
3.46E-02,1.97E-02,3.44E-02,,0.115251571,0.078594495,0.11201211,,0.006511169,0.003463543,0.006016285,,,,,,,,
9.94E-02,5.71E-02,1.00E-01,,0.120893526,0.098237194,0.110631584,,0.00045991,0.001691254,0.000113386,,,,,,,,
2.00E-01,1.58E-01,1.96E-01,,0.108223516,0.062210766,0.110237148,,0.008505887,0.009187638,0.007339535,,,,,,,,
1.48E-01,8.58E-02,1.50E-01,,0.105146455,0.054010014,0.109904183,,0.001861001,0.001009535,0.001579513,,,,,,,,
4.34E-02,3.76E-02,4.15E-02,,0.138158804,0.150374782,0.109852957,,0.008972991,0.012725553,0.004676198,,,,,,,,
1.24E-02,7.77E-03,1.27E-02,,0.113379726,0.078718929,0.109599391,,0.010197279,0.00503372,0.009383787,,,,,,,,
1.34E-01,7.66E-02,1.35E-01,,0.108180835,0.064296507,0.109281794,,0.000667989,0.000151769,0.000668412,,,,,,,,
9.96E-02,6.20E-02,1.01E-01,,0.112731389,0.078031582,0.109079453,,0.000171511,0.000255872,6.83366E-05,,,,,,,,
2.38E-02,1.45E-02,2.45E-02,,0.101864122,0.046567712,0.108984686,,0.006101245,0.001025206,0.007134327,,,,,,,,
8.72E-02,5.06E-02,8.77E-02,,0.116729129,0.089941635,0.108969319,,0.000870788,0.001546421,0.000452141,,,,,,,,
3.45E-02,2.10E-02,3.44E-02,,0.111158308,0.074097117,0.108797713,,0.00588191,0.002823697,0.005535046,,,,,,,,
1.88E-02,1.42E-02,1.79E-02,,0.109560838,0.06946938,0.108784907,,0.008245107,0.00304991,0.008257481,,,,,,,,
8.94E-02,5.40E-02,9.02E-02,,0.131878674,0.135241312,0.108480116,,0.001801789,0.006605406,0.00033311,,,,,,,,
1.25E-01,7.96E-02,1.27E-01,,0.119365158,0.099505229,0.108157395,,3.04618E-05,0.000396054,0.000341699,,,,,,,,
7.55E-02,5.03E-02,7.64E-02,,0.097689562,0.036506385,0.108072873,,0.000492389,0.00019135,0.00100502,,,,,,,,
1.08E-01,6.69E-02,1.05E-01,,0.102650662,0.0519539,0.107647702,,2.6466E-05,0.000223556,8.25937E-06,,,,,,,,
3.23E-02,2.23E-02,3.24E-02,,0.106666694,0.06612153,0.106584774,,0.005525295,0.001920715,0.00549755,,,,,,,,
4.97E-02,3.17E-02,4.96E-02,,0.101601941,0.051776138,0.106402924,,0.002696784,0.000402891,0.003223422,,,,,,,,
2.77E-02,2.46E-02,2.73E-02,,0.107739803,0.070909253,0.105867618,,0.006400559,0.002144927,0.006172545,,,,,,,,
7.98E-02,5.90E-02,7.71E-02,,0.104839562,0.063200308,0.105544898,,0.000625167,1.76085E-05,0.000807376,,,,,,,,
2.11E-02,2.07E-02,2.10E-02,,0.116686449,0.098349776,0.105281087,,0.009127779,0.006026928,0.007111402,,,,,,,,
1.13E-02,1.33E-02,1.10E-02,,0.121812173,0.114046159,0.104955805,,0.012211953,0.010156435,0.00882857,,,,,,,,
4.26E-01,2.47E-01,4.31E-01,,0.115306446,0.09640032,0.104384642,,0.096357429,0.022713743,0.106424677,,,,,,,,
7.17E-02,3.41E-02,6.90E-02,,0.107552822,0.074434865,0.104108024,,0.001286002,0.001630184,0.00123368,,,,,,,,
4.16E-02,2.48E-02,4.15E-02,,0.099904883,0.052196842,0.104082411,,0.003395483,0.00074887,0.003911089,,,,,,,,
1.15E-01,6.22E-02,1.16E-01,,0.11505646,0.097253577,0.103700782,,3.03472E-08,0.001226794,0.000146354,,,,,,,,
3.84E-02,2.42E-02,3.97E-02,,0.094325933,0.036867834,0.103677731,,0.003127433,0.000161238,0.004087615,,,,,,,,
3.52E-02,2.38E-02,3.39E-02,,0.124909558,0.127881966,0.102878614,,0.008046487,0.010825885,0.004764936,,,,,,,,
1.26E-01,7.31E-02,1.27E-01,,0.10706911,0.077172399,0.102315134,,0.000363603,1.66144E-05,0.0006178,,,,,,,,
